filename,width,height,class,xmin,ymin,xmax,ymax
egg002T(6).JPG,816,612,egg,481,250,614,420
egg002T(6).JPG,816,612,coin,97,225,168,299
qiwi002S(3).JPG,816,612,qiwi,382,196,551,338
qiwi002S(3).JPG,816,612,coin,179,285,246,347
doughnut008S(1).JPG,816,612,doughnut,452,252,724,355
doughnut008S(1).JPG,816,612,coin,59,297,134,366
mooncake003T(9).JPG,816,612,mooncake,427,283,550,402
mooncake003T(9).JPG,816,612,coin,119,211,184,272
plum002S(15).JPG,816,612,plum,453,285,606,416
plum002S(15).JPG,816,612,coin,118,370,187,439
fired_dough_twist005S(4).JPG,816,612,fired_dough_twist,400,269,683,378
fired_dough_twist005S(4).JPG,816,612,coin,156,342,227,410
banana015S(1).JPG,504,378,banana,25,153,272,247
banana015S(1).JPG,504,378,coin,426,193,486,252
pear002S(7).JPG,816,612,pear,421,255,634,455
pear002S(7).JPG,816,612,coin,36,393,106,460
banana005S(1).JPG,816,612,banana,81,155,573,240
banana005S(1).JPG,816,612,coin,672,212,750,289
orange009T(5).JPG,816,612,orange,379,208,573,387
orange009T(5).JPG,816,612,coin,116,206,176,265
plum003S(15).JPG,816,612,plum,462,256,619,400
plum003S(15).JPG,816,612,coin,114,345,182,411
mango010S(10).JPG,816,612,mango,486,254,626,353
mango010S(10).JPG,816,612,coin,171,314,235,377
banana013T(6).JPG,816,612,banana,363,97,527,489
banana013T(6).JPG,816,612,coin,107,197,167,253
fired_dough_twist003T(3).JPG,816,612,fired_dough_twist,489,154,615,430
fired_dough_twist003T(3).JPG,816,612,coin,134,275,198,341
plum003S(4).JPG,816,612,plum,448,247,612,385
plum003S(4).JPG,816,612,coin,120,341,194,405
apple016T(17).JPG,816,612,apple,350,209,558,422
apple016T(17).JPG,816,612,coin,160,202,220,257
qiwi004T(4).JPG,816,612,qiwi,217,262,393,470
qiwi004T(4).JPG,816,612,coin,422,72,483,134
egg004S(1).JPG,816,612,egg,585,275,724,406
egg004S(1).JPG,816,612,coin,50,335,124,410
apple017T(17).JPG,816,612,apple,439,225,674,453
apple017T(17).JPG,816,612,coin,174,199,235,259
orange008S(6).JPG,816,612,orange,456,169,658,339
orange008S(6).JPG,816,612,coin,201,295,262,352
pear003T(4).JPG,816,612,pear,371,226,596,446
pear003T(4).JPG,816,612,coin,137,178,203,240
banana004T(2).JPG,816,612,banana,283,59,670,516
banana004T(2).JPG,816,612,coin,343,308,415,378
fired_dough_twist004T(7).JPG,816,612,fired_dough_twist,454,184,571,429
fired_dough_twist004T(7).JPG,816,612,coin,153,164,220,231
banana014T(2).JPG,816,612,banana,390,79,623,529
banana014T(2).JPG,816,612,coin,88,172,162,241
doughnut009T(2).JPG,816,612,doughnut,379,216,592,423
doughnut009T(2).JPG,816,612,coin,153,198,199,246
qiwi008S(9).JPG,504,378,qiwi,114,160,219,253
qiwi008S(9).JPG,504,378,coin,389,213,450,273
apple016S(13).JPG,816,612,apple,418,140,645,344
apple016S(13).JPG,816,612,coin,123,301,194,366
apple017S(8).JPG,816,612,apple,422,246,655,451
apple017S(8).JPG,816,612,coin,121,394,191,465
apple017S(13).JPG,816,612,apple,418,222,658,428
apple017S(13).JPG,816,612,coin,81,369,154,442
egg003S(5).JPG,816,612,egg,469,295,607,400
egg003S(5).JPG,816,612,coin,154,347,220,412
egg005T(2).JPG,816,612,egg,477,290,586,424
egg005T(2).JPG,816,612,coin,129,267,189,325
qiwi005S(7).JPG,816,612,qiwi,479,261,667,406
qiwi005S(7).JPG,816,612,coin,128,347,198,411
mango007T(8).JPG,816,612,mango,484,238,617,417
mango007T(8).JPG,816,612,coin,122,262,188,327
tomato003T(28).JPG,816,612,tomato,431,235,677,471
tomato003T(28).JPG,816,612,coin,95,182,166,245
plum002T(7).JPG,816,612,plum,523,243,715,414
plum002T(7).JPG,816,612,coin,137,131,213,200
plum001T(18).JPG,816,612,plum,449,211,663,403
plum001T(18).JPG,816,612,coin,99,159,167,230
banana012S(5).JPG,816,612,banana,307,282,624,356
banana012S(5).JPG,816,612,coin,70,314,130,374
plum002T(11).JPG,816,612,plum,460,219,642,376
plum002T(11).JPG,816,612,coin,141,128,212,200
plum003T(11).JPG,816,612,plum,408,217,594,390
plum003T(11).JPG,816,612,coin,108,167,181,240
pear005S(3).JPG,504,378,pear,320,97,482,269
pear005S(3).JPG,504,378,coin,15,222,65,269
mooncake001S(11).JPG,816,612,mooncake,510,334,633,400
mooncake001S(11).JPG,816,612,coin,142,347,207,409
qiwi005T(5).JPG,816,612,qiwi,325,330,529,496
qiwi005T(5).JPG,816,612,coin,243,86,305,145
plum002S(5).JPG,816,612,plum,441,274,588,414
plum002S(5).JPG,816,612,coin,127,365,205,436
peach001T(8).JPG,816,612,peach,478,267,623,419
peach001T(8).JPG,816,612,coin,159,215,219,272
sachima005T(20).JPG,816,612,sachima,435,229,654,412
sachima005T(20).JPG,816,612,coin,121,178,185,238
banana012T(7).JPG,816,612,banana,398,167,556,511
banana012T(7).JPG,816,612,coin,131,283,191,340
fired_dough_twist002T(2).JPG,816,612,fired_dough_twist,456,177,578,416
fired_dough_twist002T(2).JPG,816,612,coin,60,143,130,209
lemon002T(20).JPG,816,612,lemon,419,222,604,384
lemon002T(20).JPG,816,612,coin,164,150,236,217
pear005T(1).JPG,504,378,pear,186,98,310,210
pear005T(1).JPG,504,378,coin,418,291,453,326
orange008T(4).JPG,816,612,orange,401,224,664,450
orange008T(4).JPG,816,612,coin,115,173,179,238
pear003S(6).JPG,816,612,pear,442,172,657,383
pear003S(6).JPG,816,612,coin,151,330,222,400
peach001T(10).JPG,816,612,peach,453,244,618,415
peach001T(10).JPG,816,612,coin,129,150,192,213
fired_dough_twist004S(5).JPG,816,612,fired_dough_twist,394,269,648,379
fired_dough_twist004S(5).JPG,816,612,coin,149,320,220,389
mooncake002T(8).JPG,816,612,mooncake,375,244,505,373
mooncake002T(8).JPG,816,612,coin,109,205,173,269
plum004T(2).JPG,816,612,plum,416,283,606,463
plum004T(2).JPG,816,612,coin,147,126,218,196
plum004S(12).JPG,816,612,plum,469,225,610,355
plum004S(12).JPG,816,612,coin,138,303,204,368
qiwi003S(2).JPG,816,612,qiwi,448,231,675,382
qiwi003S(2).JPG,816,612,coin,71,332,149,405
peach001S(14).JPG,816,612,peach,457,254,616,399
peach001S(14).JPG,816,612,coin,137,354,202,412
pear004S(2).JPG,816,612,pear,435,205,619,388
pear004S(2).JPG,816,612,coin,142,345,204,404
banana013S(4).JPG,816,612,banana,300,262,709,346
banana013S(4).JPG,816,612,coin,119,304,178,364
fired_dough_twist003S(1).JPG,816,612,fired_dough_twist,388,259,700,378
fired_dough_twist003S(1).JPG,816,612,coin,36,330,118,407
plum004T(16).JPG,816,612,plum,434,292,669,486
plum004T(16).JPG,816,612,coin,153,100,237,172
plum003T(6).JPG,816,612,plum,419,226,603,394
plum003T(6).JPG,816,612,coin,115,116,190,181
qiwi004S(6).JPG,816,612,qiwi,116,231,378,385
qiwi004S(6).JPG,816,612,coin,604,336,692,419
mango006T(9).JPG,816,612,mango,389,222,530,436
mango006T(9).JPG,816,612,coin,101,213,165,276
egg004T(3).JPG,816,612,egg,435,299,614,437
egg004T(3).JPG,816,612,coin,81,207,160,281
egg002s(4).JPG,816,612,egg,496,230,619,348
egg002s(4).JPG,816,612,coin,171,292,236,355
mooncake001T(15).JPG,816,612,mooncake,487,231,620,367
mooncake001T(15).JPG,816,612,coin,91,145,167,215
qiwi002T(1).JPG,816,612,qiwi,304,126,541,338
qiwi002T(1).JPG,816,612,coin,332,390,398,460
apple016S(9).JPG,816,612,apple,394,142,606,348
apple016S(9).JPG,816,612,coin,108,307,179,374
tomato004T(9).JPG,816,612,tomato,409,272,639,509
tomato004T(9).JPG,816,612,coin,56,281,131,348
doughnut008T(3).JPG,816,612,doughnut,373,196,632,422
doughnut008T(3).JPG,816,612,coin,109,105,174,159
grape001T(2).JPG,816,612,grape,224,111,657,509
grape001T(2).JPG,816,612,coin,129,192,187,251
fired_dough_twist005T(6).JPG,816,612,fired_dough_twist,443,175,546,424
fired_dough_twist005T(6).JPG,816,612,coin,168,229,234,292
grape001S(11).JPG,816,612,grape,355,136,772,419
grape001S(11).JPG,816,612,coin,115,345,181,407
banana015T(3).JPG,504,378,banana,143,96,426,243
banana015T(3).JPG,504,378,coin,42,132,81,173
lemon002S(24).JPG,816,612,lemon,473,243,603,370
lemon002S(24).JPG,816,612,coin,158,323,221,382
banana005T(3).JPG,816,612,banana,127,235,653,494
banana005T(3).JPG,816,612,coin,360,151,430,223
pear002T(5).JPG,816,612,pear,432,236,638,425
pear002T(5).JPG,816,612,coin,138,234,202,294
orange009S(7).JPG,816,612,orange,421,182,600,360
orange009S(7).JPG,816,612,coin,100,316,158,375
bun008S(2).JPG,816,612,bun,419,205,678,333
bun008S(2).JPG,816,612,coin,117,281,184,346
mix009S(1).JPG,816,612,orange,335,218,511,382
mix009S(1).JPG,816,612,lemon,606,261,746,387
mix009S(1).JPG,816,612,coin,167,341,229,401
mango003S(8).JPG,816,612,mango,437,279,700,432
mango003S(8).JPG,816,612,coin,108,383,181,453
sachima001S(10).JPG,816,612,sachima,469,311,682,418
sachima001S(10).JPG,816,612,coin,88,361,160,430
orange011T(8).JPG,816,612,orange,442,177,654,406
orange011T(8).JPG,816,612,coin,134,263,192,326
litchi005T(8).JPG,816,612,litchi,461,231,606,376
litchi005T(8).JPG,816,612,coin,134,209,210,285
egg001S(2).JPG,816,612,egg,432,285,568,389
egg001S(2).JPG,816,612,coin,132,342,195,403
sachima003T(9).JPG,816,612,sachima,413,232,597,422
sachima003T(9).JPG,816,612,coin,83,200,145,267
pear001T(3).JPG,816,612,pear,417,251,664,490
pear001T(3).JPG,816,612,coin,108,236,176,299
grape002T(4).JPG,816,612,grape,322,177,642,443
grape002T(4).JPG,816,612,coin,157,185,215,241
mango008T(1).JPG,816,612,mango,449,264,589,460
mango008T(1).JPG,816,612,coin,140,301,205,365
apple008S(1).JPG,816,612,apple,441,190,662,381
apple008S(1).JPG,816,612,coin,179,317,243,380
banana010S(2).JPG,816,612,banana,280,297,750,388
banana010S(2).JPG,816,612,coin,83,340,146,408
peach004S(20).JPG,816,612,peach,459,219,594,351
peach004S(20).JPG,816,612,coin,135,310,195,371
apple018S(11).JPG,816,612,apple,456,146,665,331
apple018S(11).JPG,816,612,coin,127,285,191,345
apple018S(1).JPG,816,612,apple,446,192,644,369
apple018S(1).JPG,816,612,coin,155,321,220,383
orange009S(15).JPG,816,612,orange,251,223,454,418
orange009S(15).JPG,816,612,coin,717,375,790,444
egg007T(5).JPG,816,612,egg,393,275,556,390
egg007T(5).JPG,816,612,coin,184,245,247,303
tomato002T(12).JPG,816,612,tomato,416,239,619,440
tomato002T(12).JPG,816,612,coin,122,276,196,341
qiwi006S(12).JPG,816,612,qiwi,202,261,369,398
qiwi006S(12).JPG,816,612,coin,592,348,659,412
tomato003T(12).JPG,816,612,tomato,448,250,654,450
tomato003T(12).JPG,816,612,coin,161,171,220,230
apple013T(8).JPG,816,612,apple,246,302,447,506
apple013T(8).JPG,816,612,coin,244,72,303,129
orange008S(15).JPG,816,612,orange,456,216,630,381
orange008S(15).JPG,816,612,coin,197,339,257,393
qiwi007S(12).JPG,612,612,qiwi,376,251,555,418
qiwi007S(12).JPG,612,612,coin,40,364,114,430
tomato001S(8).JPG,816,612,tomato,431,244,632,386
tomato001S(8).JPG,816,612,coin,112,341,178,401
plum001T(22).JPG,816,612,plum,432,250,655,469
plum001T(22).JPG,816,612,coin,105,166,188,241
mango009S(2).JPG,816,612,mango,446,328,710,452
mango009S(2).JPG,816,612,coin,52,388,139,468
fired_dough_twist007S(3).JPG,504,378,fired_dough_twist,346,151,484,235
fired_dough_twist007S(3).JPG,504,378,coin,22,188,78,239
mango004T(10).JPG,816,612,mango,409,311,559,414
mango004T(10).JPG,816,612,coin,171,322,226,375
lemon002T(8).JPG,816,612,lemon,395,256,570,419
lemon002T(8).JPG,816,612,coin,107,169,176,238
mango005T(10).JPG,816,612,mango,439,235,571,435
mango005T(10).JPG,816,612,coin,131,237,198,302
orange009T(11).JPG,816,612,orange,398,236,604,429
orange009T(11).JPG,816,612,coin,116,261,177,319
peach004S(9).JPG,816,612,peach,468,225,611,359
peach004S(9).JPG,816,612,coin,134,311,194,372
orange008T(11).JPG,816,612,orange,421,221,663,490
orange008T(11).JPG,816,612,coin,105,184,174,249
tomato003S(16).JPG,816,612,tomato,445,262,631,389
tomato003S(16).JPG,816,612,coin,139,347,206,405
pear004S(12).JPG,816,612,pear,444,169,640,352
pear004S(12).JPG,816,612,coin,139,311,201,369
mix008T(2).JPG,816,612,tomato,385,68,576,272
mix008T(2).JPG,816,612,banana,247,352,704,546
mix008T(2).JPG,816,612,coin,113,190,173,251
plum001S(3).JPG,816,612,plum,437,187,618,352
plum001S(3).JPG,816,612,coin,109,307,190,377
doughnut007S(8).JPG,816,612,doughnut,402,261,678,362
doughnut007S(8).JPG,816,612,coin,56,306,127,376
qiwi006T(3).JPG,816,612,qiwi,366,286,558,455
qiwi006T(3).JPG,816,612,coin,122,180,185,244
egg006S(6).JPG,816,612,egg,530,317,704,440
egg006S(6).JPG,816,612,coin,34,390,107,460
apple019T(2).JPG,504,378,apple,116,63,256,194
apple019T(2).JPG,504,378,coin,385,114,422,149
pear006T(7).JPG,504,378,pear,139,96,263,240
pear006T(7).JPG,504,378,coin,400,176,439,216
banana001T(1).JPG,816,612,banana,284,188,633,330
banana001T(1).JPG,816,612,coin,218,480,276,536
apple009T(2).JPG,816,612,apple,218,290,409,488
apple009T(2).JPG,816,612,coin,479,162,531,213
banana011T(1).JPG,816,612,banana,416,164,611,547
banana011T(1).JPG,816,612,coin,129,60,197,125
fired_dough_twist001T(4).JPG,816,612,fired_dough_twist,406,191,516,433
fired_dough_twist001T(4).JPG,816,612,coin,175,208,229,265
mooncake001T(5).JPG,816,612,mooncake,452,218,591,348
mooncake001T(5).JPG,816,612,coin,104,217,169,282
mango009S(9).JPG,816,612,mango,476,368,731,493
mango009S(9).JPG,816,612,coin,46,428,132,507
sachima002S(1).JPG,816,612,sachima,442,277,662,393
sachima002S(1).JPG,816,612,coin,100,339,173,413
lemon002T(3).JPG,816,612,lemon,419,283,576,474
lemon002T(3).JPG,816,612,coin,121,181,186,247
mango006T(12).JPG,816,612,mango,409,261,524,444
mango006T(12).JPG,816,612,coin,126,282,181,337
doughnut001T(4).JPG,816,612,doughnut,247,176,500,439
doughnut001T(4).JPG,816,612,coin,664,250,734,321
orange010S(11).JPG,816,612,orange,449,119,655,318
orange010S(11).JPG,816,612,coin,136,271,200,330
mango007T(12).JPG,816,612,mango,510,228,660,425
mango007T(12).JPG,816,612,coin,127,316,198,386
bun001S(5).JPG,816,612,bun,432,248,658,388
bun001S(5).JPG,816,612,coin,108,338,169,399
peach004S(2).JPG,816,612,peach,450,214,586,340
peach004S(2).JPG,816,612,coin,162,294,224,354
bread007S(1).JPG,816,612,bread,317,303,795,418
bread007S(1).JPG,816,612,coin,84,289,186,387
orange011S(11).JPG,816,612,orange,448,117,645,305
orange011S(11).JPG,816,612,coin,142,263,210,327
apple014T(7).JPG,816,612,apple,349,216,559,445
apple014T(7).JPG,816,612,coin,134,82,196,140
bread001T(6).JPG,816,612,bread,139,134,544,561
bread001T(6).JPG,816,612,coin,586,100,655,170
plum001S(8).JPG,816,612,plum,492,174,692,350
plum001S(8).JPG,816,612,coin,124,302,192,372
bun007T(2).JPG,816,612,bun,435,155,665,412
bun007T(2).JPG,816,612,coin,132,200,194,253
peach002T(5).JPG,816,612,peach,439,269,588,417
peach002T(5).JPG,816,612,coin,168,200,225,259
apple017T(26).JPG,816,612,apple,375,205,621,441
apple017T(26).JPG,816,612,coin,141,185,204,244
litchi002T(7).JPG,816,612,litchi,451,227,589,360
litchi002T(7).JPG,816,612,coin,189,234,268,303
doughnut007S(3).JPG,816,612,doughnut,447,278,692,373
doughnut007S(3).JPG,816,612,coin,447,278,692,373
qiwi006T(8).JPG,816,612,qiwi,414,318,616,496
qiwi006T(8).JPG,816,612,coin,138,172,204,236
mango004S(7).JPG,816,612,mango,388,353,543,436
mango004S(7).JPG,816,612,coin,388,353,543,436
lemon004S(4).JPG,816,612,lemon,502,195,636,319
lemon004S(4).JPG,816,612,coin,110,279,169,344
sachima004T(6).JPG,816,612,sachima,364,274,541,438
sachima004T(6).JPG,816,612,coin,134,222,191,280
peach005T(1).JPG,816,612,peach,427,196,659,397
peach005T(1).JPG,816,612,coin,146,182,218,251
apple016S(22).JPG,816,612,apple,406,139,633,345
apple016S(22).JPG,816,612,coin,105,295,175,364
orange001T(3).JPG,816,612,orange,289,165,465,377
orange001T(3).JPG,816,612,coin,670,273,727,332
bread006T(2).JPG,816,612,bread,109,100,445,441
bread006T(2).JPG,816,612,coin,517,271,584,340
apple015S(4).JPG,816,612,apple,396,162,622,356
apple015S(4).JPG,816,612,coin,146,310,211,373
litchi005T(3).JPG,816,612,litchi,523,245,661,399
litchi005T(3).JPG,816,612,coin,152,279,233,356
orange011T(3).JPG,816,612,orange,409,183,644,413
orange011T(3).JPG,816,612,coin,126,242,188,307
apple017S(22).JPG,816,612,apple,450,196,686,401
apple017S(22).JPG,816,612,coin,112,351,185,421
mango003S(3).JPG,816,612,mango,454,253,725,412
mango003S(3).JPG,816,612,coin,122,359,195,427
lemon004S(12).JPG,816,612,lemon,460,216,583,341
lemon004S(12).JPG,816,612,coin,105,301,164,362
mix002T(3).JPG,816,612,apple,314,34,528,255
mix002T(3).JPG,816,612,banana,174,310,628,464
mix002T(3).JPG,816,612,coin,265,498,326,560
sachima002S(12).JPG,816,612,sachima,462,244,703,354
sachima002S(12).JPG,816,612,coin,75,299,151,375
sachima003T(2).JPG,816,612,sachima,346,209,583,409
sachima003T(2).JPG,816,612,coin,68,288,143,356
pear001T(8).JPG,816,612,pear,430,189,653,411
pear001T(8).JPG,816,612,coin,107,183,174,245
sachima003S(12).JPG,816,612,sachima,482,281,680,389
sachima003S(12).JPG,816,612,coin,22,341,103,411
mix012T(3).JPG,816,612,lemon,375,65,531,201
mix012T(3).JPG,816,612,orange,372,318,582,512
mix012T(3).JPG,816,612,coin,117,179,176,236
mix014S(4).JPG,816,612,pear,229,265,445,490
mix014S(4).JPG,816,612,mango,588,379,778,501
mix014S(4).JPG,816,612,coin,19,434,100,516
mooncake006T(1).JPG,816,612,mooncake,436,195,647,403
mooncake006T(1).JPG,816,612,coin,103,166,170,234
plum003T(20).JPG,816,612,plum,432,260,607,415
plum003T(20).JPG,816,612,coin,152,130,216,196
sachima005S(5).JPG,816,612,sachima,441,225,653,324
sachima005S(5).JPG,816,612,coin,69,279,152,356
mix004S(4).JPG,816,612,apple,316,148,534,363
mix004S(4).JPG,816,612,qiwi,577,217,776,364
mix004S(4).JPG,816,612,coin,105,305,171,374
tomato001T(10).JPG,816,612,tomato,366,205,644,461
tomato001T(10).JPG,816,612,coin,84,181,158,253
mango005T(4).JPG,816,612,mango,405,294,516,483
mango005T(4).JPG,816,612,coin,126,267,192,327
litchi003S(4).JPG,816,612,litchi,507,299,629,416
litchi003S(4).JPG,816,612,coin,271,346,332,410
tomato001S(3).JPG,816,612,tomato,427,289,632,427
tomato001S(3).JPG,816,612,coin,119,373,178,434
tomato003T(19).JPG,816,612,tomato,145,135,210,196
tomato003T(19).JPG,816,612,coin,142,159,210,219
orange007S(4).JPG,816,612,orange,472,157,717,350
orange007S(4).JPG,816,612,coin,120,297,189,366
apple013T(3).JPG,816,612,apple,269,245,509,483
apple013T(3).JPG,816,612,coin,199,46,266,111
orange011T(15).JPG,816,612,orange,477,261,713,465
orange011T(15).JPG,816,612,coin,148,289,208,346
bun006S(1).JPG,816,612,bun,412,262,660,431
bun006S(1).JPG,816,612,coin,68,382,153,460
peach003S(6).JPG,816,612,peach,495,236,661,391
peach003S(6).JPG,816,612,coin,99,334,168,397
mix007S(2).JPG,816,612,mango,305,237,463,356
mix007S(2).JPG,816,612,banana,479,288,654,360
mix007S(2).JPG,816,612,coin,114,318,173,378
tomato004T(24).JPG,816,612,tomato,437,244,642,445
tomato004T(24).JPG,816,612,coin,121,264,192,328
pear004S(9).JPG,816,612,pear,457,146,645,347
pear004S(9).JPG,816,612,coin,139,295,204,353
pear002T(20).JPG,816,612,pear,414,224,604,403
pear002T(20).JPG,816,612,coin,106,206,171,261
mooncake005T(7).JPG,816,612,mooncake,477,211,643,369
mooncake005T(7).JPG,816,612,coin,81,228,153,300
orange004S(2).JPG,816,612,orange,378,186,694,502
orange004S(2).JPG,816,612,coin,178,406,281,500
bread003S(3).JPG,816,612,bread,46,369,513,447
bread003S(3).JPG,816,612,coin,695,366,777,449
tomato002S(5).JPG,816,612,tomato,393,207,557,339
tomato002S(5).JPG,816,612,coin,114,294,179,354
orange014S(2).JPG,504,378,orange,274,124,430,259
orange014S(2).JPG,504,378,coin,41,203,91,250
doughnut005T(6).JPG,816,612,doughnut,383,240,628,482
doughnut005T(6).JPG,816,612,coin,193,144,250,202
mango006T(2).JPG,816,612,mango,382,215,521,437
mango006T(2).JPG,816,612,coin,45,223,112,288
doughnut003S(1).JPG,816,612,doughnut,126,210,476,368
doughnut003S(1).JPG,816,612,coin,710,288,810,387
orange012T(5).JPG,504,378,orange,129,113,229,214
orange012T(5).JPG,504,378,coin,377,293,408,328
apple006S(2).JPG,816,612,apple,293,168,572,375
apple006S(2).JPG,816,612,coin,74,332,157,409
tomato004T(2).JPG,816,612,tomato,430,224,642,434
tomato004T(2).JPG,816,612,coin,87,264,159,330
mango010S(5).JPG,816,612,mango,483,239,619,337
mango010S(5).JPG,816,612,coin,130,297,198,360
grape002S(13).JPG,816,612,grape,366,152,709,337
grape002S(13).JPG,816,612,coin,92,271,158,339
apple016S(2).JPG,816,612,apple,461,87,695,301
apple016S(2).JPG,816,612,coin,137,266,209,331
banana015T(8).JPG,504,378,banana,225,73,342,298
banana015T(8).JPG,504,378,coin,51,149,88,182
doughnut008T(8).JPG,816,612,doughnut,442,186,683,455
doughnut008T(8).JPG,816,612,coin,442,186,683,455
grape001T(9).JPG,816,612,grape,285,124,596,472
grape001T(9).JPG,816,612,coin,189,174,237,226
mooncake002T(17).JPG,816,612,mooncake,447,283,574,408
mooncake002T(17).JPG,816,612,coin,131,252,194,316
doughnut004S(5).JPG,816,612,doughnut,421,303,649,397
doughnut004S(5).JPG,816,612,coin,122,339,185,402
doughnut008T(13).JPG,816,612,doughnut,387,178,644,450
doughnut008T(13).JPG,816,612,coin,387,178,644,450
mango007S(1).JPG,816,612,mango,459,299,630,381
mango007S(1).JPG,816,612,coin,132,332,193,395
litchi001T(1).JPG,816,612,litchi,453,236,596,368
litchi001T(1).JPG,816,612,coin,116,229,195,308
orange015T(1).JPG,504,378,orange,238,118,347,224
orange015T(1).JPG,504,378,coin,61,136,100,171
tomato003T(6).JPG,816,612,tomato,437,250,679,475
tomato003T(6).JPG,816,612,coin,84,183,155,252
grape002T(17).JPG,816,612,grape,383,151,690,449
grape002T(17).JPG,816,612,coin,137,155,199,218
doughnut009T(13).JPG,816,612,doughnut,428,197,683,442
doughnut009T(13).JPG,816,612,coin,96,249,161,311
orange005T(1).JPG,816,612,orange,242,290,439,487
orange005T(1).JPG,816,612,coin,347,141,417,208
banana009S(5).JPG,816,612,banana,64,257,554,361
banana009S(5).JPG,816,612,coin,638,306,707,371
bun004T(4).JPG,816,612,bun,294,283,543,449
bun004T(4).JPG,816,612,coin,132,93,190,147
peach001T(3).JPG,816,612,peach,463,236,656,413
peach001T(3).JPG,816,612,coin,128,146,202,222
fired_dough_twist002T(9).JPG,816,612,fired_dough_twist,415,259,515,456
fired_dough_twist002T(9).JPG,816,612,coin,149,192,204,245
mooncake003S(13).JPG,816,612,mooncake,494,271,619,335
mooncake003S(13).JPG,816,612,coin,138,291,204,352
mooncake004S(4).JPG,816,612,mooncake,484,338,601,388
mooncake004S(4).JPG,816,612,coin,113,348,177,410
mooncake002S(13).JPG,816,612,mooncake,486,362,604,424
mooncake002S(13).JPG,816,612,coin,118,384,183,443
mix006T(1).JPG,816,612,mango,340,119,573,291
mix006T(1).JPG,816,612,banana,295,361,675,549
mix006T(1).JPG,816,612,coin,91,45,157,113
lemon001T(5).JPG,816,612,lemon,447,257,625,416
lemon001T(5).JPG,816,612,coin,125,257,189,323
sachima001S(7).JPG,816,612,sachima,421,279,648,399
sachima001S(7).JPG,816,612,coin,60,333,138,408
tomato004S(20).JPG,816,612,tomato,456,144,661,282
tomato004S(20).JPG,816,612,coin,149,229,222,297
mooncake002T(3).JPG,816,612,mooncake,431,210,566,345
mooncake002T(3).JPG,816,612,coin,98,202,162,268
mix010S(6).JPG,816,612,lemon,324,267,452,390
mix010S(6).JPG,816,612,tomato,554,265,750,393
mix010S(6).JPG,816,612,coin,132,349,195,409
bun002S(3).JPG,816,612,bun,436,262,691,393
bun002S(3).JPG,816,612,coin,117,340,185,406
orange003S(6).JPG,816,612,orange,183,205,485,503
orange003S(6).JPG,816,612,coin,675,428,792,543
plum004T(9).JPG,816,612,plum,422,263,602,461
plum004T(9).JPG,816,612,coin,137,109,210,172
apple017T(1).JPG,816,612,apple,404,242,645,479
apple017T(1).JPG,816,612,coin,158,222,215,283
plum004S(19).JPG,816,612,plum,459,260,615,391
plum004S(19).JPG,816,612,coin,159,359,224,420
apple007T(1).JPG,816,612,apple,281,83,543,357
apple007T(1).JPG,816,612,coin,529,480,593,546
mango001T(6).JPG,816,612,mango,374,238,540,465
mango001T(6).JPG,816,612,coin,157,125,214,182
doughnut002T(2).JPG,816,612,doughnut,144,222,400,479
doughnut002T(2).JPG,816,612,coin,430,47,498,114
lemon001S(7).JPG,816,612,lemon,482,237,624,355
lemon001S(7).JPG,816,612,coin,184,315,243,373
sachima001T(5).JPG,816,612,sachima,369,200,538,399
sachima001T(5).JPG,816,612,coin,116,218,178,276
mooncake002S(1).JPG,816,612,mooncake,471,319,597,374
mooncake002S(1).JPG,816,612,coin,121,336,185,395
apple015S(11).JPG,816,612,apple,387,173,600,367
apple015S(11).JPG,816,612,coin,125,321,192,387
doughnut009T(9).JPG,816,612,doughnut,367,191,642,451
doughnut009T(9).JPG,816,612,coin,101,173,169,242
qiwi008S(2).JPG,504,378,qiwi,132,170,237,262
qiwi008S(2).JPG,504,378,coin,393,216,456,279
mix010T(4).JPG,816,612,tomato,345,56,534,255
mix010T(4).JPG,816,612,lemon,349,363,515,504
mix010T(4).JPG,816,612,coin,94,168,154,224
banana014T(9).JPG,816,612,banana,316,90,530,466
banana014T(9).JPG,816,612,coin,84,236,145,296
bun002T(1).JPG,816,612,bun,332,227,591,430
bun002T(1).JPG,816,612,coin,104,237,166,297
apple016S(18).JPG,816,612,apple,372,149,589,351
apple016S(18).JPG,816,612,coin,89,301,161,369
orange003T(4).JPG,816,612,orange,399,193,724,515
orange003T(4).JPG,816,612,coin,76,260,171,348
apple017S(3).JPG,816,612,apple,424,245,661,451
apple017S(3).JPG,816,612,coin,110,398,184,468
orange013T(4).JPG,504,378,orange,150,91,265,207
orange013T(4).JPG,504,378,coin,389,162,427,200
apple007S(3).JPG,816,612,apple,392,111,662,364
apple007S(3).JPG,816,612,coin,124,300,200,370
apple017S(18).JPG,816,612,apple,437,226,675,428
apple017S(18).JPG,816,612,coin,120,380,190,449
mango001S(4).JPG,816,612,mango,403,259,661,416
mango001S(4).JPG,816,612,coin,119,363,183,429
doughnut004T(7).JPG,816,612,doughnut,368,234,620,488
doughnut004T(7).JPG,816,612,coin,163,177,227,238
mango007T(3).JPG,816,612,mango,456,280,588,466
mango007T(3).JPG,816,612,coin,92,339,160,401
litchi001S(3).JPG,816,612,litchi,480,303,597,415
litchi001S(3).JPG,816,612,coin,287,351,350,412
